step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,balance_diff_orig,balance_diff_dest,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,is_high_amount,amount_log,error_orig,error_dest,high_risk_transaction
1,9302.79,11299.0,1996.21,29832.0,16896.7,0.0,0.0,-9302.79,-12935.3,0,1,0,0,0,9.138177123006543,0.0,22238.09,0
1,1065.41,1817.0,751.59,10330.0,0.0,0.0,0.0,-1065.4099999999999,-10330.0,0,1,0,0,0,6.9720531461648685,2.2737367544323206e-13,11395.41,0
1,3876.41,67852.0,63975.59,0.0,0.0,0.0,0.0,-3876.4100000000035,0.0,0,0,1,0,0,8.262922683949597,3.637978807091713e-12,3876.41,0
1,311685.89,10835.0,0.0,6267.0,2719172.89,0.0,0.0,-10835.0,2712905.89,0,0,0,1,1,12.649754405198133,300850.89,2401220.0,1
1,6061.13,443.0,0.0,0.0,0.0,0.0,0.0,-443.0,0.0,0,0,1,0,0,8.70981650245544,5618.13,6061.13,0
1,9478.39,116494.0,107015.61,0.0,0.0,0.0,0.0,-9478.39,0.0,0,0,1,0,0,9.156875247187214,0.0,9478.39,0
1,8009.09,10968.0,2958.91,0.0,0.0,0.0,0.0,-8009.09,0.0,0,0,1,0,0,8.988457275954339,0.0,8009.09,0
1,8901.99,2958.91,0.0,0.0,0.0,0.0,0.0,-2958.91,0.0,0,0,1,0,0,9.094142454356147,5943.08,8901.99,0
1,9920.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,9.202461414347495,9920.52,9920.52,0
1,3448.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,8.146106321350754,3448.92,3448.92,0
1,4206.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,8.344704730880972,4206.84,4206.84,0
1,5885.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,8.680427065280371,5885.56,5885.56,0
1,5307.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,8.57713616920145,5307.88,5307.88,0
1,5031.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,8.523616517615356,5031.22,5031.22,0
1,24213.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,10.094713926827888,24213.67,24213.67,0
1,8603.42,253.0,0.0,0.0,0.0,0.0,0.0,-253.0,0.0,0,0,1,0,0,9.060031303701113,8350.42,8603.42,0
1,2791.42,300481.0,297689.58,0.0,0.0,0.0,0.0,-2791.4199999999837,0.0,0,0,1,0,0,7.9346638823682625,1.6370904631912708e-11,2791.42,0
1,7413.54,297689.58,290276.03,0.0,0.0,0.0,0.0,-7413.549999999988,0.0,0,0,1,0,0,8.911198216235018,0.009999999988394848,7413.54,0
1,3295.19,233633.0,230337.81,0.0,0.0,0.0,0.0,-3295.1900000000023,0.0,0,0,1,0,0,8.100522534998985,2.2737367544323206e-12,3295.19,0
1,1684.81,297.0,0.0,0.0,0.0,0.0,0.0,-297.0,0.0,0,0,1,0,0,7.4300014394475555,1387.81,1684.81,0
1,5758.59,32604.0,26845.41,209699.0,16997.22,0.0,0.0,-5758.59,-192701.78,0,1,0,0,0,8.658621570600925,0.0,198460.37,0
1,110414.71,26845.41,0.0,288800.0,2415.16,0.0,0.0,-26845.41,-286384.84,1,0,0,0,0,11.612007703425983,83569.3,396799.55000000005,0
1,7823.46,998.0,0.0,0.0,0.0,0.0,0.0,-998.0,0.0,0,0,1,0,0,8.96501000344242,6825.46,7823.46,0
1,5086.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,8.534537898539192,5086.48,5086.48,0
1,5281.48,152019.0,146737.52,0.0,0.0,0.0,0.0,-5281.4800000000105,0.0,0,0,1,0,0,8.572150963396911,1.0913936421275139e-11,5281.48,0
1,13875.98,15818.0,1942.02,0.0,0.0,0.0,0.0,-13875.98,0.0,0,0,1,0,0,9.537986631136276,0.0,13875.98,0
1,56953.9,1942.02,0.0,70253.0,64106.18,0.0,0.0,-1942.02,-6146.82,1,0,0,0,0,10.95001500556037,55011.880000000005,63100.72,0
1,5346.89,0.0,0.0,652637.0,6453430.91,0.0,0.0,0.0,5800793.91,1,0,0,0,0,8.584457369573501,5346.89,5795447.0200000005,0
1,2204.04,586.0,0.0,0.0,0.0,0.0,0.0,-586.0,0.0,0,0,1,0,0,7.698500928305977,1618.04,2204.04,0
1,2641.47,23053.0,20411.53,0.0,0.0,0.0,0.0,-2641.470000000001,0.0,0,0,1,0,0,7.879469364794423,1.3642420526593924e-12,2641.47,0
1,23261.3,20411.53,0.0,25742.0,0.0,0.0,0.0,-20411.53,-25742.0,1,0,0,0,0,10.054589303385336,2849.7700000000004,49003.3,0
1,2330.64,203543.0,201212.36,0.0,0.0,0.0,0.0,-2330.640000000014,0.0,0,0,1,0,0,7.754327161625543,1.4097167877480388e-11,2330.64,0
1,1614.64,41276.0,39661.36,0.0,0.0,0.0,0.0,-1614.6399999999994,0.0,0,0,1,0,0,7.3874864419863835,6.821210263296962e-13,1614.64,0
1,9164.71,47235.77,38071.06,0.0,0.0,0.0,0.0,-9164.71,0.0,0,0,1,0,0,9.123224625903926,0.0,9164.71,0
1,2970.97,38071.06,35100.09,0.0,0.0,0.0,0.0,-2970.970000000001,0.0,0,0,1,0,0,7.996980311574052,1.3642420526593924e-12,2970.97,0
1,38.66,16174.0,16135.34,0.0,0.0,0.0,0.0,-38.659999999999854,0.0,0,0,1,0,0,3.68034312309165,1.4210854715202004e-13,38.66,0
1,2252.44,1627.0,0.0,0.0,0.0,0.0,0.0,-1627.0,0.0,0,0,1,0,0,7.720213216526633,625.44,2252.44,0
1,62610.8,79114.0,16503.2,517.0,8383.29,0.0,0.0,-62610.8,7866.290000000001,0,0,0,1,0,11.044709037727154,0.0,54744.51,0
1,5529.13,8547.0,3017.87,10206.0,0.0,0.0,0.0,-5529.13,-10206.0,0,1,0,0,0,8.6179666023775,0.0,15735.130000000001,0
1,82940.31,3017.87,0.0,132372.0,49864.36,0.0,0.0,-3017.87,-82507.64,1,0,0,0,0,11.325888528225917,79922.44,165447.95,0
1,4510.22,10256.0,5745.78,10697.0,0.0,0.0,0.0,-4510.22,-10697.0,0,1,0,0,0,8.414322905893323,0.0,15207.220000000001,0
1,8727.74,882770.0,874042.26,12636.0,0.0,0.0,0.0,-8727.73999999999,-12636.0,0,1,0,0,0,9.07437630852018,9.094947017729282e-12,21363.739999999998,0
1,2599.46,874042.26,871442.79,0.0,0.0,0.0,0.0,-2599.469999999972,0.0,0,0,1,0,0,7.8634436314374545,0.009999999972023943,2599.46,0
1,4874.49,153.0,0.0,253104.0,0.0,0.0,0.0,-153.0,-253104.0,0,1,0,0,0,8.491975891201385,4721.49,257978.49,0
1,6440.78,2192.0,0.0,0.0,0.0,0.0,0.0,-2192.0,0.0,0,0,1,0,0,8.770560178423171,4248.78,6440.78,0
1,4910.14,41551.0,36640.86,0.0,0.0,0.0,0.0,-4910.139999999999,0.0,0,0,1,0,0,8.49926137306521,9.094947017729282e-13,4910.14,0
1,6444.64,12019.0,5574.36,0.0,0.0,0.0,0.0,-6444.64,0.0,0,0,1,0,0,8.771159212227522,0.0,6444.64,0
1,5149.66,4782.0,0.0,52752.0,24044.18,0.0,0.0,-4782.0,-28707.82,0,1,0,0,0,8.546880140786394,367.65999999999985,33857.479999999996,0
1,7292.16,216827.0,209534.84,0.0,0.0,0.0,0.0,-7292.1600000000035,0.0,0,0,1,0,0,8.894692201589049,3.637978807091713e-12,7292.16,0
1,47458.86,209534.84,162075.98,52120.0,0.0,0.0,0.0,-47458.859999999986,-52120.0,1,0,0,0,0,10.767639580132897,1.4551915228366852e-11,99578.86,0
1,136872.92,162075.98,25203.05,217806.0,0.0,0.0,0.0,-136872.93000000002,-217806.0,1,0,0,0,1,11.826815489110814,0.010000000009313226,354678.92000000004,0
1,94253.33,25203.05,0.0,99773.0,965870.05,0.0,0.0,-25203.05,866097.05,1,0,0,0,0,11.453752045899535,69050.28,771843.7200000001,0
1,2998.04,12030.0,9031.96,0.0,0.0,0.0,0.0,-2998.040000000001,0.0,0,0,1,0,0,8.006047516439322,9.094947017729282e-13,2998.04,0
1,3454.08,9031.96,5577.88,0.0,0.0,0.0,0.0,-3454.079999999999,0.0,0,0,1,0,0,8.147600890781748,9.094947017729282e-13,3454.08,0
1,4316.2,10999.0,6682.8,0.0,0.0,0.0,0.0,-4316.2,0.0,0,0,1,0,0,8.370362322951191,0.0,4316.2,0
1,2131.84,224.0,0.0,0.0,0.0,0.0,0.0,-224.0,0.0,0,0,1,0,0,7.66520970393725,1907.8400000000001,2131.84,0
1,12986.61,23350.0,10363.39,0.0,0.0,0.0,0.0,-12986.61,0.0,0,0,1,0,0,9.471751105054002,0.0,12986.61,0
1,42712.39,10363.39,0.0,57901.66,24044.18,0.0,0.0,-10363.39,-33857.48,0,0,0,1,0,10.662267733197973,32349.0,76569.87,0
1,77957.68,0.0,0.0,94900.0,22233.65,0.0,0.0,0.0,-72666.35,0,0,0,1,0,11.263934221718277,77957.68,150624.03,0
1,17231.46,0.0,0.0,24672.0,0.0,0.0,0.0,0.0,-24672.0,0,0,0,1,0,9.754550093561697,17231.46,41903.46,0
1,78766.03,0.0,0.0,103772.0,277515.05,0.0,0.0,0.0,173743.05,0,0,0,1,0,11.274249787276615,78766.03,94977.01999999999,0
1,224606.64,0.0,0.0,354678.92,0.0,0.0,0.0,0.0,-354678.92,0,0,0,1,1,12.322110336736444,224606.64,579285.56,1
1,125872.53,0.0,0.0,348512.0,3420103.09,0.0,0.0,0.0,3071591.09,0,0,0,1,0,11.743032951700437,125872.53,2945718.56,0
1,379856.23,0.0,0.0,900180.0,19169204.93,0.0,0.0,0.0,18269024.93,0,0,0,1,1,12.84755075057937,379856.23,17889168.7,1
1,1505626.01,0.0,0.0,29031.0,5515763.34,0.0,0.0,0.0,5486732.34,0,0,0,1,1,14.224719987344155,1505626.01,3981106.33,1
1,554026.99,0.0,0.0,579285.56,0.0,0.0,0.0,0.0,-579285.56,0,0,0,1,1,13.224970487918858,554026.99,1133312.55,1
1,147543.1,0.0,0.0,223220.0,16518.36,0.0,0.0,0.0,-206701.64,0,0,0,1,1,11.901882393126334,147543.1,354244.74,1
1,761507.39,0.0,0.0,1280036.23,19169204.93,0.0,0.0,0.0,17889168.7,0,0,0,1,1,13.543056468984826,761507.39,17127661.31,1
1,1429051.47,0.0,0.0,2041543.62,19169204.93,0.0,0.0,0.0,17127661.31,0,0,0,1,1,14.17252217422252,1429051.47,15698609.839999998,1
1,358831.92,0.0,0.0,474384.53,3420103.09,0.0,0.0,0.0,2945718.5599999996,0,0,0,1,1,12.790612155236685,358831.92,2586886.6399999997,1
1,367768.4,0.0,0.0,370763.1,16518.36,0.0,0.0,0.0,-354244.74,0,0,0,1,1,12.815211390301377,367768.4,722013.14,1
1,209711.11,0.0,0.0,399214.71,2415.16,0.0,0.0,0.0,-396799.55000000005,0,0,0,1,1,12.253490964388067,209711.11,606510.66,1
1,583848.46,0.0,0.0,667778.0,2107778.11,0.0,0.0,0.0,1440000.1099999999,0,0,0,1,1,13.27739845460834,583848.46,856151.6499999999,1
1,1724887.05,0.0,0.0,3470595.1,19169204.93,0.0,0.0,0.0,15698609.83,0,0,0,1,1,14.36067270779087,1724887.05,13973722.78,1
1,710544.77,0.0,0.0,738531.5,16518.36,0.0,0.0,0.0,-722013.14,0,0,0,1,1,13.473788643867392,710544.77,1432557.9100000001,1
1,581294.26,0.0,0.0,5195482.15,19169204.93,0.0,0.0,0.0,13973722.78,0,0,0,1,1,13.273014099518917,581294.26,13392428.52,1
1,11996.58,0.0,0.0,40255.0,0.0,0.0,0.0,0.0,-40255.0,0,0,0,1,0,9.392460241766015,11996.58,52251.58,0
1,2875.1,15443.0,12567.9,0.0,0.0,0.0,0.0,-2875.1000000000004,0.0,0,0,1,0,0,7.96419048875106,4.547473508864641e-13,2875.1,0
1,8586.98,3763.0,0.0,0.0,0.0,0.0,0.0,-3763.0,0.0,0,0,1,0,0,9.058118830165032,4823.98,8586.98,0
1,871.75,19869.0,18997.25,0.0,0.0,0.0,0.0,-871.75,0.0,0,0,1,0,0,6.771649145985146,0.0,871.75,0
1,1035.36,71636.0,70600.64,0.0,0.0,0.0,0.0,-1035.3600000000006,0.0,0,0,1,0,0,6.943469852806131,6.821210263296962e-13,1035.36,0
1,1063.53,83084.0,82020.47,0.0,0.0,0.0,0.0,-1063.5299999999988,0.0,0,0,1,0,0,6.970288666181608,1.1368683772161603e-12,1063.53,0
1,1019.9,204237.0,203217.1,0.0,0.0,0.0,0.0,-1019.8999999999942,0.0,0,0,1,0,0,6.928439870174969,5.7980287238024175e-12,1019.9,0
1,4059.38,26304.0,22244.62,0.0,0.0,0.0,0.0,-4059.380000000001,0.0,0,0,1,0,0,8.309031844275054,9.094947017729282e-13,4059.38,0
1,1876.44,182.0,0.0,0.0,0.0,0.0,0.0,-182.0,0.0,0,0,1,0,0,7.537664425737495,1694.44,1876.44,0
1,28404.6,0.0,0.0,51744.0,0.0,0.0,0.0,0.0,-51744.0,1,0,0,0,0,10.254341587809856,28404.6,80148.6,0
1,75405.1,0.0,0.0,104209.0,46462.23,0.0,0.0,0.0,-57746.77,1,0,0,0,0,11.230643452580432,75405.1,133151.87,0
1,50101.88,0.0,0.0,67684.0,9940339.29,0.0,0.0,0.0,9872655.29,1,0,0,0,0,10.821833770450695,50101.88,9822553.409999998,0
1,14121.82,0.0,0.0,52679.0,10963.66,0.0,0.0,0.0,-41715.34,1,0,0,0,0,9.555547207820386,14121.82,55837.159999999996,0
1,78292.91,0.0,0.0,121112.0,95508.95,0.0,0.0,0.0,-25603.050000000003,1,0,0,0,0,11.268225101176268,78292.91,103895.96,0
1,176149.9,0.0,0.0,259813.0,46820.71,0.0,0.0,0.0,-212992.29,1,0,0,0,1,12.079096293038193,176149.9,389142.19,0
1,212228.35,0.0,0.0,429747.0,1178808.14,0.0,0.0,0.0,749061.1399999999,1,0,0,0,1,12.265422808510017,212228.35,536832.7899999999,0
1,85423.63,0.0,0.0,5776776.41,19169204.93,0.0,0.0,0.0,13392428.52,1,0,0,0,0,11.35538974568936,85423.63,13307004.889999999,0
1,11648.5,0.0,0.0,260976.0,971418.91,0.0,0.0,0.0,710442.91,1,0,0,0,0,9.363018539617888,11648.5,698794.41,0
1,6165.58,20925.0,14759.42,0.0,0.0,0.0,0.0,-6165.58,0.0,0,0,1,0,0,8.726899668245494,0.0,6165.58,0
1,3705.83,41903.46,38197.63,0.0,0.0,0.0,0.0,-3705.8300000000017,0.0,0,0,1,0,0,8.217932342913842,1.8189894035458565e-12,3705.83,0
1,419801.4,38197.63,0.0,499962.0,1517262.16,0.0,0.0,-38197.63,1017300.1599999999,1,0,0,0,1,12.947539403360427,381603.77,597498.7599999999,0
1,335416.51,144478.0,0.0,295.0,52415.15,0.0,0.0,-144478.0,52120.15,1,0,0,0,1,12.723131333329354,190938.51,283296.36,0
1,3372.29,41398.0,38025.71,0.0,0.0,0.0,0.0,-3372.290000000001,0.0,0,0,1,0,0,8.123643808241036,9.094947017729282e-13,3372.29,0
1,661.43,14078.0,13416.57,0.0,0.0,0.0,0.0,-661.4300000000003,0.0,0,0,1,0,0,6.495914891900568,3.410605131648481e-13,661.43,0
1,864.68,69836.0,68971.32,12040.0,43691.09,0.0,0.0,-864.679999999993,31651.089999999997,0,1,0,0,0,6.763515325263393,6.934897101018578e-12,30786.409999999996,0
1,1203.44,29941.0,28737.56,0.0,0.0,0.0,0.0,-1203.4399999999987,0.0,0,0,1,0,0,7.093770007613709,1.3642420526593924e-12,1203.44,0
1,330757.04,103657.0,0.0,79676.0,1254956.07,0.0,0.0,-103657.0,1175280.07,0,0,0,1,1,12.709142390071781,227100.03999999998,844523.03,1
1,1915.43,11450.0,9534.57,0.0,0.0,0.0,0.0,-1915.4300000000003,0.0,0,0,1,0,0,7.558219359238349,2.2737367544323206e-13,1915.43,0
1,8.73,81313.0,81304.27,0.0,0.0,0.0,0.0,-8.729999999995925,0.0,0,0,1,0,0,2.2752138961979136,4.0749625895841746e-12,8.73,0
1,3058.8,18138.0,15079.2,11054.0,8917.54,0.0,0.0,-3058.7999999999993,-2136.459999999999,0,1,0,0,0,8.026104833333278,9.094947017729282e-13,5195.259999999999,0
1,5154.97,9476.0,4321.03,0.0,0.0,0.0,0.0,-5154.97,0.0,0,0,1,0,0,8.547910545578226,0.0,5154.97,0
1,5213.25,36380.0,31166.75,0.0,0.0,0.0,0.0,-5213.25,0.0,0,0,1,0,0,8.559150541176745,0.0,5213.25,0
1,5392.75,50757.0,45364.25,0.0,0.0,0.0,0.0,-5392.75,0.0,0,0,1,0,0,8.592996154831738,0.0,5392.75,0
1,25.12,61663.0,61637.88,0.0,0.0,0.0,0.0,-25.12000000000262,0.0,0,0,1,0,0,3.2627013044082305,2.618349981275969e-12,25.12,0
1,17150.89,61637.88,44486.99,0.0,0.0,0.0,0.0,-17150.89,0.0,0,0,1,0,0,9.749863650603695,0.0,17150.89,0
1,679502.24,290.0,0.0,171866.0,3940085.21,0.0,0.0,-290.0,3768219.21,0,0,0,1,1,13.429117280773887,679212.24,3088716.9699999997,1
1,177652.91,23720.0,0.0,55.0,4894.45,0.0,0.0,-23720.0,4839.45,0,0,0,1,1,12.087592610776344,153932.91,172813.46,1
1,5443.26,236997.0,231553.74,0.0,0.0,0.0,0.0,-5443.260000000009,0.0,0,0,1,0,0,8.602317121631668,9.094947017729282e-12,5443.26,0
1,244.87,257978.49,257733.62,0.0,0.0,0.0,0.0,-244.86999999999534,0.0,0,0,1,0,0,5.504802940966104,4.661160346586257e-12,244.87,0
1,8281.57,257733.62,249452.05,0.0,0.0,0.0,0.0,-8281.570000000007,0.0,0,0,1,0,0,9.021908585692819,7.275957614183426e-12,8281.57,0
1,1175.59,20509.0,19333.41,0.0,0.0,0.0,0.0,-1175.5900000000001,0.0,0,0,1,0,0,7.070375703329136,2.2737367544323206e-13,1175.59,0
1,1097.74,24866.0,23768.26,0.0,0.0,0.0,0.0,-1097.7400000000016,0.0,0,0,1,0,0,7.001919347706548,1.5916157281026244e-12,1097.74,0
1,184986.8,39588.0,0.0,52340.0,97263.78,0.0,0.0,-39588.0,44923.78,0,0,0,1,1,12.128045155939986,145398.8,140063.02,1
1,1718.29,117811.0,116092.71,0.0,0.0,0.0,0.0,-1718.2899999999936,0.0,0,0,1,0,0,7.449666693888291,6.366462912410498e-12,1718.29,0
1,3671.32,100094.0,96422.68,0.0,0.0,0.0,0.0,-3671.320000000007,0.0,0,0,1,0,0,8.208578893912891,6.821210263296962e-12,3671.32,0
1,3580.26,2565.0,0.0,21185.0,18910.85,0.0,0.0,-2565.0,-2274.1500000000015,0,1,0,0,0,8.183469972780268,1015.2600000000002,5854.410000000002,0
1,8550.9,40060.0,31509.1,0.0,0.0,0.0,0.0,-8550.900000000001,0.0,0,0,1,0,0,9.053908759465328,1.8189894035458565e-12,8550.9,0
1,9753.55,60829.0,51075.45,0.0,0.0,0.0,0.0,-9753.550000000003,0.0,0,0,1,0,0,9.185489121803535,3.637978807091713e-12,9753.55,0
1,3026.98,31139.0,28112.02,0.0,0.0,0.0,0.0,-3026.9799999999996,0.0,0,0,1,0,0,8.015651009515711,4.547473508864641e-13,3026.98,0
1,467177.03,28112.02,0.0,975121.0,22190.99,0.0,0.0,-28112.02,-952930.01,1,0,0,0,1,13.054465684561686,439065.01,1420107.04,0
1,3875.99,259138.0,255262.01,608925.82,2415.16,0.0,0.0,-3875.9899999999907,-606510.6599999999,0,1,0,0,0,8.2628143583537,9.094947017729282e-12,610386.6499999999,0
1,2148.89,31213.0,29064.11,0.0,0.0,0.0,0.0,-2148.8899999999994,0.0,0,0,1,0,0,7.67317195702215,4.547473508864641e-13,2148.89,0
1,466.97,80030.0,79563.03,0.0,0.0,0.0,0.0,-466.97000000000116,0.0,0,0,1,0,0,6.148404191298887,1.1368683772161603e-12,466.97,0
1,154139.72,79563.03,0.0,410433.04,1254956.07,0.0,0.0,-79563.03,844523.03,1,0,0,0,1,11.945621230399315,74576.69,690383.31,0
1,82685.93,0.0,0.0,833216.44,3420103.09,0.0,0.0,0.0,2586886.65,1,0,0,0,0,11.322816827409515,82685.93,2504200.7199999997,0
1,83857.23,0.0,0.0,215457.59,16997.22,0.0,0.0,0.0,-198460.37,1,0,0,0,0,11.336882913895758,83857.23,282317.6,0
1,99109.77,0.0,0.0,299314.82,16997.22,0.0,0.0,0.0,-282317.6,1,0,0,0,0,11.50399339251597,99109.77,381427.37,0
1,187726.67,0.0,0.0,190573.0,1567434.81,0.0,0.0,0.0,1376861.81,1,0,0,0,1,12.142747627799421,187726.67,1189135.1400000001,0
1,281339.92,0.0,0.0,612801.81,2415.16,0.0,0.0,0.0,-610386.65,1,0,0,0,1,12.54732245137103,281339.92,891726.5700000001,0
1,186447.51,0.0,0.0,5862200.03,19169204.93,0.0,0.0,0.0,13307004.899999999,1,0,0,0,1,12.135910394156424,186447.51,13120557.389999999,0
1,81029.86,0.0,0.0,105343.0,8496.61,0.0,0.0,0.0,-96846.39,1,0,0,0,0,11.30258534875153,81029.86,177876.25,0
1,139054.95,0.0,0.0,182538.03,277515.05,0.0,0.0,0.0,94977.01999999999,1,0,0,0,1,11.842631649109808,139054.95,44077.93000000002,0
1,154716.2,0.0,0.0,187433.0,3461666.05,0.0,0.0,0.0,3274233.05,1,0,0,0,1,11.949354213315505,154716.2,3119516.8499999996,0
1,53631.83,0.0,0.0,83244.0,0.0,0.0,0.0,0.0,-83244.0,1,0,0,0,0,10.889916659557327,53631.83,136875.83000000002,0
1,289645.52,0.0,0.0,871442.79,1412484.09,0.0,0.0,0.0,541041.3,1,0,0,0,1,12.576416561952337,289645.52,251395.78000000003,0
1,267148.82,0.0,0.0,641975.35,1178808.14,0.0,0.0,0.0,536832.7899999999,1,0,0,0,1,12.495564903606914,267148.82,269683.9699999999,0
1,47913.58,0.0,0.0,51304.0,0.0,0.0,0.0,0.0,-51304.0,1,0,0,0,0,10.777175121217166,47913.58,99217.58,0
1,193605.38,0.0,0.0,249452.05,0.0,0.0,0.0,0.0,-249452.05,1,0,0,0,1,12.173582407827078,193605.38,443057.43,0
1,344464.4,0.0,0.0,1133312.56,0.0,0.0,0.0,0.0,-1133312.56,1,0,0,0,1,12.749748928978233,344464.4,1477776.96,0
1,169409.87,0.0,0.0,909124.16,1178808.14,0.0,0.0,0.0,269683.97999999986,1,0,0,0,1,12.040082226791966,169409.87,100274.10999999987,0
1,25793.74,0.0,0.0,215312.31,49864.36,0.0,0.0,0.0,-165447.95,1,0,0,0,0,10.157925874155186,25793.74,191241.69,0
1,114712.48,0.0,0.0,145400.0,0.0,0.0,0.0,0.0,-145400.0,1,0,0,0,0,11.65019282018765,114712.48,260112.47999999998,0
1,89038.75,0.0,0.0,189808.0,1186556.81,0.0,0.0,0.0,996748.81,1,0,0,0,0,11.396838178218621,89038.75,907710.06,0
1,1341.58,0.0,0.0,80341.0,557537.26,0.0,0.0,0.0,477196.26,1,0,0,0,0,7.202348414924161,1341.58,475854.68,0
1,44443.08,0.0,0.0,6048647.54,19169204.93,0.0,0.0,0.0,13120557.39,1,0,0,0,0,10.70198704872028,44443.08,13076114.31,0
1,34729.64,0.0,0.0,44853.0,96.88,0.0,0.0,0.0,-44756.12,1,0,0,0,0,10.455377573440485,34729.64,79485.76000000001,0
1,105979.34,0.0,0.0,435962.9,46820.71,0.0,0.0,0.0,-389142.19,1,0,0,0,0,11.571008884194088,105979.34,495121.53,0
1,57794.61,0.0,0.0,99217.58,0.0,0.0,0.0,0.0,-99217.58,1,0,0,0,0,10.96466810021891,57794.61,157012.19,0
1,15918.79,0.0,0.0,24553.0,0.0,0.0,0.0,0.0,-24553.0,1,0,0,0,0,9.675318268356598,15918.79,40471.79,0
1,19162.08,0.0,0.0,60169.0,215851.28,0.0,0.0,0.0,155682.28,1,0,0,0,0,9.860740790171466,19162.08,136520.2,0
